Iteration,Mean Rebuild Frequency
555,72
556,72.3333
557,72.6667
558,73
559,73.3333
560,73.6667
561,74
562,74.3333
563,56
564,56.25
565,56.5
566,56.75
567,57
568,57.25
569,57.5
570,57.75
571,58
572,58.25
573,58.5
574,58.75
575,59
576,59.25
577,59.5
578,59.75
579,60
580,60.25
581,60.5
582,60.75
583,61
584,61.25
585,61.5
586,61.75
587,62
588,62.25
589,62.5
590,62.75
591,63
592,63.25
593,63.5
594,63.75
595,64
596,64.25
597,64.5
598,64.75
599,65
600,65.25
601,65.5
602,65.75
603,66
604,66.25
605,66.5
606,66.75
607,67
608,67.25
609,67.5
610,67.75
611,68
612,68.25
613,68.5
614,68.75
615,69
616,69.25
617,69.5
618,69.75
619,70
620,70.25
621,70.5
622,70.75
623,71
624,71.25
625,71.5
626,71.75
627,72
628,72.25
629,72.5
630,58.2
631,58.4
632,58.6
633,58.8
634,59
635,59.2
636,59.4
637,59.6
638,59.8
639,60
640,60.2
641,60.4
642,60.6
643,60.8
644,61
645,61.2
646,61.4
647,61.6
648,61.8
649,62
650,62.2
651,62.4
652,62.6
653,62.8
654,63
655,63.2
656,63.4
657,63.6
658,63.8
659,64
660,64.2
661,64.4
662,64.6
663,64.8
664,65
665,65.2
666,65.4
667,65.6
668,65.8
669,66
670,66.2
671,66.4
672,66.6
673,66.8
674,67
675,67.2
676,67.4
677,67.6
678,67.8
679,68
680,68.2
681,68.4
682,68.6
683,68.8
684,69
685,69.2
686,69.4
687,69.6
688,69.8
689,70
690,70.2
691,70.4
692,70.6
693,70.8
694,71
695,59.3333
696,59.5
697,59.6667
698,59.8333
699,60
700,60.1667
701,60.3333
702,60.5
703,60.6667
704,60.8333
705,61
706,61.1667
707,61.3333
708,61.5
709,61.6667
710,61.8333
711,62
712,62.1667
713,62.3333
714,62.5
715,62.6667
716,62.8333
717,63
718,63.1667
719,63.3333
720,63.5
721,63.6667
722,63.8333
723,64
724,64.1667
725,64.3333
726,64.5
727,64.6667
728,64.8333
729,65
730,65.1667
731,65.3333
732,65.5
733,65.6667
734,65.8333
735,66
736,66.1667
737,66.3333
738,66.5
739,66.6667
740,66.8333
741,67
742,67.1667
743,67.3333
744,67.5
745,67.6667
746,67.8333
747,68
748,68.1667
749,68.3333
750,68.5
751,68.6667
752,68.8333
753,69
754,69.1667
755,69.3333
756,59.5714
757,59.7143
758,59.8571
759,60
760,60.1429
761,60.2857
762,60.4286
763,60.5714
764,60.7143
765,60.8571
766,61
767,61.1429
768,61.2857
769,61.4286
770,61.5714
771,61.7143
772,61.8571
773,62
774,62.1429
775,62.2857
776,62.4286
777,62.5714
778,62.7143
779,62.8571
780,63
781,63.1429
782,63.2857
783,63.4286
784,63.5714
785,63.7143
786,63.8571
787,64
788,64.1429
789,64.2857
790,64.4286
791,64.5714
792,64.7143
793,64.8571
794,65
795,65.1429
796,65.2857
797,65.4286
798,65.5714
799,65.7143
800,65.8571
801,66
802,66.1429
803,66.2857
804,66.4286
805,66.5714
806,66.7143
807,66.8571
808,67
809,67.1429
810,67.2857
811,67.4286
812,67.5714
813,67.7143
814,67.8571
815,68
816,59.625
817,59.75
818,59.875
819,60
820,60.125
821,60.25
822,60.375
823,60.5
824,60.625
825,60.75
826,60.875
827,61
828,61.125
829,61.25
830,61.375
831,61.5
832,61.625
833,61.75
834,61.875
835,62
836,62.125
837,62.25
838,62.375
839,62.5
840,62.625
841,62.75
842,62.875
843,63
844,63.125
845,63.25
846,63.375
847,63.5
848,63.625
849,63.75
850,63.875
851,64
852,64.125
853,64.25
854,64.375
855,64.5
856,64.625
857,64.75
858,64.875
859,65
860,65.125
861,65.25
862,65.375
863,65.5
864,65.625
865,65.75
866,65.875
867,66
868,66.125
869,66.25
870,66.375
871,66.5
872,66.625
873,66.75
874,59.4444
875,59.5556
876,59.6667
877,59.7778
878,59.8889
879,60
880,60.1111
881,60.2222
882,60.3333
883,60.4444
884,60.5556
885,60.6667
886,60.7778
887,60.8889
888,61
889,61.1111
890,61.2222
891,61.3333
892,61.4444
893,61.5556
894,61.6667
895,61.7778
896,61.8889
897,62
898,62.1111
899,62.2222
900,62.3333
901,62.4444
902,62.5556
903,62.6667
904,62.7778
905,62.8889
906,63
907,63.1111
908,63.2222
909,63.3333
910,63.4444
911,63.5556
912,63.6667
913,63.7778
914,63.8889
915,64
916,64.1111
917,64.2222
918,64.3333
919,64.4444
920,64.5556
921,64.6667
922,64.7778
923,64.8889
924,65
925,65.1111
926,65.2222
927,65.3333
928,65.4444
929,65.5556
930,65.6667
931,59.2
932,59.3
933,59.4
934,59.5
935,59.6
936,59.7
937,59.8
938,59.9
939,60
940,60.1
941,60.2
942,60.3
943,60.4
944,60.5
945,60.6
946,60.7
947,60.8
948,60.9
949,61
950,61.1
951,61.2
952,61.3
953,61.4
954,61.5
955,61.6
956,61.7
957,61.8
958,61.9
959,62
960,62.1
961,62.2
962,62.3
963,62.4
964,62.5
965,62.6
966,62.7
967,62.8
968,62.9
969,63
970,63.1
971,63.2
972,63.3
973,63.4
974,63.5
975,63.6
976,63.7
977,63.8
978,63.9
979,64
980,64.1
981,64.2
982,64.3
983,64.4
984,64.5
985,64.6
986,58.8182
987,58.9091
988,59
989,59.0909
990,59.1818
991,59.2727
992,59.3636
993,59.4545
994,59.5455
995,59.6364
996,59.7273
997,59.8182
998,59.9091
999,60
1000,60.0909
1001,60.1818
1002,60.2727
1003,60.3636
1004,60.4545
1005,60.5455
1006,60.6364
1007,60.7273
1008,60.8182
1009,60.9091
1010,61
1011,61.0909
1012,61.1818
1013,61.2727
1014,61.3636
1015,61.4545
1016,61.5455
1017,61.6364
1018,61.7273
1019,61.8182
1020,61.9091
1021,62
1022,62.0909
1023,62.1818
1024,62.2727
1025,62.3636
1026,62.4545
1027,62.5455
1028,62.6364
1029,62.7273
1030,62.8182
1031,62.9091
1032,63
1033,63.0909
1034,63.1818
1035,63.2727
1036,63.3636
1037,63.4545
1038,63.5455
1039,58.3333
1040,58.4167
1041,58.5
1042,58.5833
1043,58.6667
1044,58.75
1045,58.8333
1046,58.9167
1047,59
1048,59.0833
1049,59.1667
1050,59.25
1051,59.3333
1052,59.4167
1053,59.5
1054,59.5833
1055,59.6667
1056,59.75
1057,59.8333
1058,59.9167
1059,60
1060,60.0833
1061,60.1667
1062,60.25
1063,60.3333
1064,60.4167
1065,60.5
1066,60.5833
1067,60.6667
1068,60.75
1069,60.8333
1070,60.9167
1071,61
1072,61.0833
1073,61.1667
1074,61.25
1075,61.3333
1076,61.4167
1077,61.5
1078,61.5833
1079,61.6667
1080,61.75
1081,61.8333
1082,61.9167
1083,62
1084,62.0833
1085,62.1667
1086,62.25
1087,62.3333
1088,62.4167
1089,62.5
1090,62.5833
1091,62.6667
1092,57.9231
1093,58
1094,58.0769
1095,58.1538
1096,58.2308
1097,58.3077
1098,58.3846
1099,58.4615
1100,58.5385
1101,58.6154
1102,58.6923
1103,58.7692
1104,58.8462
1105,58.9231
1106,59
1107,59.0769
1108,59.1538
1109,59.2308
1110,59.3077
1111,59.3846
1112,59.4615
1113,59.5385
1114,59.6154
1115,59.6923
1116,59.7692
1117,59.8462
1118,59.9231
1119,60
1120,60.0769
1121,60.1538
1122,60.2308
1123,60.3077
1124,60.3846
1125,60.4615
1126,60.5385
1127,60.6154
1128,60.6923
1129,60.7692
1130,60.8462
1131,60.9231
1132,61
1133,61.0769
1134,61.1538
1135,61.2308
1136,61.3077
1137,61.3846
1138,61.4615
1139,61.5385
1140,61.6154
1141,61.6923
1142,61.7692
1143,57.4286
1144,57.5
1145,57.5714
1146,57.6429
1147,57.7143
1148,57.7857
1149,57.8571
1150,57.9286
1151,58
1152,58.0714
1153,58.1429
1154,58.2143
1155,58.2857
1156,58.3571
1157,58.4286
1158,58.5
1159,58.5714
1160,58.6429
1161,58.7143
1162,58.7857
1163,58.8571
1164,58.9286
1165,59
1166,59.0714
1167,59.1429
1168,59.2143
1169,59.2857
1170,59.3571
1171,59.4286
1172,59.5
1173,59.5714
1174,59.6429
1175,59.7143
1176,59.7857
1177,59.8571
1178,59.9286
1179,60
1180,60.0714
1181,60.1429
1182,60.2143
1183,60.2857
1184,60.3571
1185,60.4286
1186,60.5
1187,60.5714
1188,60.6429
1189,60.7143
1190,60.7857
1191,60.8571
1192,60.9286
1193,61
1194,57
1195,57.0667
1196,57.1333
1197,57.2
1198,57.2667
1199,57.3333
1200,57.4
1201,57.4667
1202,57.5333
1203,57.6
1204,57.6667
1205,57.7333
1206,57.8
1207,57.8667
1208,57.9333
1209,58
1210,58.0667
1211,58.1333
1212,58.2
1213,58.2667
1214,58.3333
1215,58.4
1216,58.4667
1217,58.5333
1218,58.6
1219,58.6667
1220,58.7333
1221,58.8
1222,58.8667
1223,58.9333
1224,59
1225,59.0667
1226,59.1333
1227,59.2
1228,59.2667
1229,59.3333
1230,59.4
1231,59.4667
1232,59.5333
1233,59.6
1234,59.6667
1235,59.7333
1236,59.8
1237,59.8667
1238,59.9333
1239,60
1240,60.0667
1241,60.1333
1242,60.2
1243,56.5
1244,56.5625
1245,56.625
1246,56.6875
1247,56.75
1248,56.8125
1249,56.875
1250,56.9375
1251,57
1252,57.0625
1253,57.125
1254,57.1875
1255,57.25
1256,57.3125
1257,57.375
1258,57.4375
1259,57.5
1260,57.5625
1261,57.625
1262,57.6875
1263,57.75
1264,57.8125
1265,57.875
1266,57.9375
1267,58
1268,58.0625
1269,58.125
1270,58.1875
1271,58.25
1272,58.3125
1273,58.375
1274,58.4375
1275,58.5
1276,58.5625
1277,58.625
1278,58.6875
1279,58.75
1280,58.8125
1281,58.875
1282,58.9375
1283,59
1284,59.0625
1285,59.125
1286,59.1875
1287,59.25
1288,59.3125
1289,59.375
1290,59.4375
1291,59.5
1292,56.0588
1293,56.1176
1294,56.1765
1295,56.2353
1296,56.2941
1297,56.3529
1298,56.4118
1299,56.4706
1300,56.5294
1301,56.5882
1302,56.6471
1303,56.7059
1304,56.7647
1305,56.8235
1306,56.8824
1307,56.9412
1308,57
1309,57.0588
1310,57.1176
1311,57.1765
1312,57.2353
1313,57.2941
1314,57.3529
1315,57.4118
1316,57.4706
1317,57.5294
1318,57.5882
1319,57.6471
1320,57.7059
1321,57.7647
1322,57.8235
1323,57.8824
1324,57.9412
1325,58
1326,58.0588
1327,58.1176
1328,58.1765
1329,58.2353
1330,58.2941
1331,58.3529
1332,58.4118
1333,58.4706
1334,58.5294
1335,58.5882
1336,58.6471
1337,58.7059
1338,58.7647
1339,55.5556
1340,55.6111
1341,55.6667
1342,55.7222
1343,55.7778
1344,55.8333
1345,55.8889
1346,55.9444
1347,56
1348,56.0556
1349,56.1111
1350,56.1667
1351,56.2222
1352,56.2778
1353,56.3333
1354,56.3889
1355,56.4444
1356,56.5
1357,56.5556
1358,56.6111
1359,56.6667
1360,56.7222
1361,56.7778
1362,56.8333
1363,56.8889
1364,56.9444
1365,57
1366,57.0556
1367,57.1111
1368,57.1667
1369,57.2222
1370,57.2778
1371,57.3333
1372,57.3889
1373,57.4444
1374,57.5
1375,57.5556
1376,57.6111
1377,57.6667
1378,57.7222
1379,57.7778
1380,57.8333
1381,57.8889
1382,57.9444
1383,58
1384,58.0556
1385,58.1111
1386,55.1053
1387,55.1579
1388,55.2105
1389,55.2632
1390,55.3158
1391,55.3684
1392,55.4211
1393,55.4737
1394,55.5263
1395,55.5789
1396,55.6316
1397,55.6842
1398,55.7368
1399,55.7895
1400,55.8421
1401,55.8947
1402,55.9474
1403,56
1404,56.0526
1405,56.1053
1406,56.1579
1407,56.2105
1408,56.2632
1409,56.3158
1410,56.3684
1411,56.4211
1412,56.4737
1413,56.5263
1414,56.5789
1415,56.6316
1416,56.6842
1417,56.7368
1418,56.7895
1419,56.8421
1420,56.8947
1421,56.9474
1422,57
1423,57.0526
1424,57.1053
1425,57.1579
1426,57.2105
1427,57.2632
1428,57.3158
1429,57.3684
1430,57.4211
1431,54.6
1432,54.65
1433,54.7
1434,54.75
1435,54.8
1436,54.85
1437,54.9
1438,54.95
1439,55
1440,55.05
1441,55.1
1442,55.15
1443,55.2
1444,55.25
1445,55.3
1446,55.35
1447,55.4
1448,55.45
1449,55.5
1450,55.55
1451,55.6
1452,55.65
1453,55.7
1454,55.75
1455,55.8
1456,55.85
1457,55.9
1458,55.95
1459,56
1460,56.05
1461,56.1
1462,56.15
1463,56.2
1464,56.25
1465,56.3
1466,56.35
1467,56.4
1468,56.45
1469,56.5
1470,56.55
1471,56.6
1472,56.65
1473,56.7
1474,56.75
1475,56.8
1476,54.1429
1477,54.1905
1478,54.2381
1479,54.2857
1480,54.3333
1481,54.381
1482,54.4286
1483,54.4762
1484,54.5238
1485,54.5714
1486,54.619
1487,54.6667
1488,54.7143
1489,54.7619
1490,54.8095
1491,54.8571
1492,54.9048
1493,54.9524
1494,55
1495,55.0476
1496,55.0952
1497,55.1429
1498,55.1905
1499,55.2381
1500,55.2857
1501,55.3333
1502,55.381
1503,55.4286
1504,55.4762
1505,55.5238
1506,55.5714
1507,55.619
1508,55.6667
1509,55.7143
1510,55.7619
1511,55.8095
1512,55.8571
1513,55.9048
1514,55.9524
1515,56
1516,56.0476
1517,56.0952
1518,56.1429
1519,56.1905
1520,53.6818
1521,53.7273
1522,53.7727
1523,53.8182
1524,53.8636
1525,53.9091
1526,53.9545
1527,54
1528,54.0455
1529,54.0909
1530,54.1364
1531,54.1818
1532,54.2273
1533,54.2727
1534,54.3182
1535,54.3636
1536,54.4091
1537,54.4545
1538,54.5
1539,54.5455
1540,54.5909
1541,54.6364
1542,54.6818
1543,54.7273
1544,54.7727
1545,54.8182
1546,54.8636
1547,54.9091
1548,54.9545
1549,55
1550,55.0455
1551,55.0909
1552,55.1364
1553,55.1818
1554,55.2273
1555,55.2727
1556,55.3182
1557,55.3636
1558,55.4091
1559,55.4545
1560,55.5
1561,55.5455
1562,55.5909
1563,53.2174
1564,53.2609
1565,53.3043
1566,53.3478
1567,53.3913
1568,53.4348
1569,53.4783
1570,53.5217
1571,53.5652
1572,53.6087
1573,53.6522
1574,53.6957
1575,53.7391
1576,53.7826
1577,53.8261
1578,53.8696
1579,53.913
1580,53.9565
1581,54
1582,54.0435
1583,54.087
1584,54.1304
1585,54.1739
1586,54.2174
1587,54.2609
1588,54.3043
1589,54.3478
1590,54.3913
1591,54.4348
1592,54.4783
1593,54.5217
1594,54.5652
1595,54.6087
1596,54.6522
1597,54.6957
1598,54.7391
1599,54.7826
1600,54.8261
1601,54.8696
1602,54.913
1603,54.9565
1604,55
1605,55.0435
1606,52.7917
1607,52.8333
1608,52.875
1609,52.9167
1610,52.9583
1611,53
1612,53.0417
1613,53.0833
1614,53.125
1615,53.1667
1616,53.2083
1617,53.25
1618,53.2917
1619,53.3333
1620,53.375
1621,53.4167
1622,53.4583
1623,53.5
1624,53.5417
1625,53.5833
1626,53.625
1627,53.6667
1628,53.7083
1629,53.75
1630,53.7917
1631,53.8333
1632,53.875
1633,53.9167
1634,53.9583
1635,54
1636,54.0417
1637,54.0833
1638,54.125
1639,54.1667
1640,54.2083
1641,54.25
1642,54.2917
1643,54.3333
1644,54.375
1645,54.4167
1646,54.4583
1647,52.32
1648,52.36
1649,52.4
1650,52.44
1651,52.48
1652,52.52
1653,52.56
1654,52.6
1655,52.64
1656,52.68
1657,52.72
1658,52.76
1659,52.8
1660,52.84
1661,52.88
1662,52.92
1663,52.96
1664,53
1665,53.04
1666,53.08
1667,53.12
1668,53.16
1669,53.2
1670,53.24
1671,53.28
1672,53.32
1673,53.36
1674,53.4
1675,53.44
1676,53.48
1677,53.52
1678,53.56
1679,53.6
1680,53.64
1681,53.68
1682,53.72
1683,53.76
1684,53.8
1685,53.84
1686,53.88
1687,53.92
1688,51.8846
1689,51.9231
1690,51.9615
1691,52
1692,52.0385
1693,52.0769
1694,52.1154
1695,52.1538
1696,52.1923
1697,52.2308
1698,52.2692
1699,52.3077
1700,52.3462
1701,52.3846
1702,52.4231
1703,52.4615
1704,52.5
1705,52.5385
1706,52.5769
1707,52.6154
1708,52.6538
1709,52.6923
1710,52.7308
1711,52.7692
1712,52.8077
1713,52.8462
1714,52.8846
1715,52.9231
1716,52.9615
1717,53
1718,53.0385
1719,53.0769
1720,53.1154
1721,53.1538
1722,53.1923
1723,53.2308
1724,53.2692
1725,53.3077
1726,53.3462
1727,53.3846
1728,51.4444
1729,51.4815
1730,51.5185
1731,51.5556
1732,51.5926
1733,51.6296
1734,51.6667
1735,51.7037
1736,51.7407
1737,51.7778
1738,51.8148
1739,51.8519
1740,51.8889
1741,51.9259
1742,51.963
1743,52
1744,52.037
1745,52.0741
1746,52.1111
1747,52.1481
1748,52.1852
1749,52.2222
1750,52.2593
1751,52.2963
1752,52.3333
1753,52.3704
1754,52.4074
1755,52.4444
1756,52.4815
1757,52.5185
1758,52.5556
1759,52.5926
1760,52.6296
1761,52.6667
1762,52.7037
1763,52.7407
1764,52.7778
1765,52.8148
1766,52.8519
1767,52.8889
1768,51.0357
1769,51.0714
1770,51.1071
1771,51.1429
1772,51.1786
1773,51.2143
1774,51.25
1775,51.2857
1776,51.3214
1777,51.3571
1778,51.3929
1779,51.4286
1780,51.4643
1781,51.5
1782,51.5357
1783,51.5714
1784,51.6071
1785,51.6429
1786,51.6786
1787,51.7143
1788,51.75
1789,51.7857
1790,51.8214
1791,51.8571
1792,51.8929
1793,51.9286
1794,51.9643
1795,52
1796,52.0357
1797,52.0714
1798,52.1071
1799,52.1429
1800,52.1786
1801,52.2143
1802,52.25
1803,52.2857
1804,52.3214
1805,52.3571
1806,52.3929
1807,50.6207
1808,50.6552
1809,50.6897
1810,50.7241
1811,50.7586
1812,50.7931
1813,50.8276
1814,50.8621
1815,50.8966
1816,50.931
1817,50.9655
1818,51
1819,51.0345
1820,51.069
1821,51.1034
1822,51.1379
1823,51.1724
1824,51.2069
1825,51.2414
1826,51.2759
1827,51.3103
1828,51.3448
1829,51.3793
1830,51.4138
1831,51.4483
1832,51.4828
1833,51.5172
1834,51.5517
1835,51.5862
1836,51.6207
1837,51.6552
1838,51.6897
1839,51.7241
1840,51.7586
1841,51.7931
1842,51.8276
1843,51.8621
1844,51.8966
1845,50.2
1846,50.2333
1847,50.2667
1848,50.3
1849,50.3333
1850,50.3667
1851,50.4
1852,50.4333
1853,50.4667
1854,50.5
1855,50.5333
1856,50.5667
1857,50.6
1858,50.6333
1859,50.6667
1860,50.7
1861,50.7333
1862,50.7667
1863,50.8
1864,50.8333
1865,50.8667
1866,50.9
1867,50.9333
1868,50.9667
1869,51
1870,51.0333
1871,51.0667
1872,51.1
1873,51.1333
1874,51.1667
1875,51.2
1876,51.2333
1877,51.2667
1878,51.3
1879,51.3333
1880,51.3667
1881,51.4
1882,51.4333
1883,49.8065
1884,49.8387
1885,49.871
1886,49.9032
1887,49.9355
1888,49.9677
1889,50
1890,50.0323
1891,50.0645
1892,50.0968
1893,50.129
1894,50.1613
1895,50.1935
1896,50.2258
1897,50.2581
1898,50.2903
1899,50.3226
1900,50.3548
1901,50.3871
1902,50.4194
1903,50.4516
1904,50.4839
1905,50.5161
1906,50.5484
1907,50.5806
1908,50.6129
1909,50.6452
1910,50.6774
1911,50.7097
1912,50.7419
1913,50.7742
1914,50.8065
1915,50.8387
1916,50.871
1917,50.9032
1918,50.9355
1919,50.9677
1920,51
1921,49.4375
1922,49.4688
1923,49.5
1924,49.5312
1925,49.5625
1926,49.5938
1927,49.625
1928,49.6562
1929,49.6875
1930,49.7188
1931,49.75
1932,49.7812
1933,49.8125
1934,49.8438
1935,49.875
1936,49.9062
1937,49.9375
1938,49.9688
1939,50
1940,50.0312
1941,50.0625
1942,50.0938
1943,50.125
1944,50.1562
1945,50.1875
1946,50.2188
1947,50.25
1948,50.2812
1949,50.3125
1950,50.3438
1951,50.375
1952,50.4062
1953,50.4375
1954,50.4688
1955,50.5
1956,50.5312
1957,50.5625
1958,49.0606
1959,49.0909
1960,49.1212
1961,49.1515
1962,49.1818
1963,49.2121
1964,49.2424
1965,49.2727
1966,49.303
1967,49.3333
1968,49.3636
1969,49.3939
1970,49.4242
1971,49.4545
1972,49.4848
1973,49.5152
1974,49.5455
1975,49.5758
1976,49.6061
1977,49.6364
1978,49.6667
1979,49.697
1980,49.7273
1981,49.7576
1982,49.7879
1983,49.8182
1984,49.8485
1985,49.8788
1986,49.9091
1987,49.9394
1988,49.9697
1989,50
1990,50.0303
1991,50.0606
1992,50.0909
1993,50.1212
1994,50.1515
1995,48.7059
1996,48.7353
1997,48.7647
1998,48.7941
1999,48.8235
2000,48.8529
2001,48.8824
2002,48.9118
2003,48.9412
2004,48.9706
2005,49
2006,49.0294
2007,49.0588
2008,49.0882
2009,49.1176
2010,49.1471
2011,49.1765
2012,49.2059
2013,49.2353
2014,49.2647
2015,49.2941
2016,49.3235
2017,49.3529
2018,49.3824
2019,49.4118
2020,49.4412
2021,49.4706
2022,49.5
2023,49.5294
2024,49.5588
2025,49.5882
2026,49.6176
2027,49.6471
2028,49.6765
2029,49.7059
2030,49.7353
2031,48.3429
2032,48.3714
2033,48.4
2034,48.4286
2035,48.4571
2036,48.4857
2037,48.5143
2038,48.5429
2039,48.5714
2040,48.6
2041,48.6286
2042,48.6571
2043,48.6857
2044,48.7143
2045,48.7429
2046,48.7714
2047,48.8
2048,48.8286
2049,48.8571
2050,48.8857
2051,48.9143
2052,48.9429
2053,48.9714
2054,49
2055,49.0286
2056,49.0571
2057,49.0857
2058,49.1143
2059,49.1429
2060,49.1714
2061,49.2
2062,49.2286
2063,49.2571
2064,49.2857
2065,49.3143
2066,49.3429
2067,48
2068,48.0278
2069,48.0556
2070,48.0833
2071,48.1111
2072,48.1389
2073,48.1667
2074,48.1944
2075,48.2222
2076,48.25
2077,48.2778
2078,48.3056
2079,48.3333
2080,48.3611
2081,48.3889
2082,48.4167
2083,48.4444
2084,48.4722
2085,48.5
2086,48.5278
2087,48.5556
2088,48.5833
2089,48.6111
2090,48.6389
2091,48.6667
2092,48.6944
2093,48.7222
2094,48.75
2095,48.7778
2096,48.8056
2097,48.8333
2098,48.8611
2099,48.8889
2100,48.9167
2101,48.9444
2102,48.9722
2103,49
2104,47.7027
2105,47.7297
2106,47.7568
2107,47.7838
2108,47.8108
2109,47.8378
