Iteration,MeanRF
894,298
895,298.333
896,298.667
897,299
898,299.333
899,299.667
900,300
901,300.333
902,300.667
903,301
904,301.333
905,301.667
906,302
907,302.333
908,302.667
909,303
910,303.333
911,303.667
912,304
913,304.333
914,304.667
915,305
916,229
917,229.25
918,229.5
919,229.75
920,230
921,230.25
922,230.5
923,230.75
924,231
925,231.25
926,231.5
927,231.75
928,232
929,232.25
930,232.5
931,232.75
932,233
933,233.25
934,233.5
935,233.75
936,234
937,234.25
938,234.5
939,234.75
940,235
941,235.25
942,235.5
943,235.75
944,236
945,236.25
946,236.5
947,236.75
948,237
949,237.25
950,237.5
951,237.75
952,238
953,238.25
954,238.5
955,238.75
956,239
957,239.25
958,239.5
959,239.75
960,240
961,240.25
962,240.5
963,240.75
964,241
965,241.25
966,241.5
967,241.75
968,242
969,242.25
970,242.5
971,242.75
972,243
973,243.25
974,243.5
975,243.75
976,244
977,244.25
978,244.5
979,244.75
980,245
981,245.25
982,245.5
983,245.75
984,246
985,246.25
986,246.5
987,246.75
988,247
989,247.25
990,247.5
991,247.75
992,248
993,248.25
994,248.5
995,248.75
996,249
997,249.25
998,249.5
999,249.75
1000,250
1001,250.25
1002,250.5
1003,250.75
1004,251
1005,251.25
1006,251.5
1007,251.75
1008,252
1009,252.25
1010,252.5
1011,252.75
1012,253
1013,253.25
1014,253.5
1015,253.75
1016,254
1017,254.25
1018,254.5
1019,254.75
1020,255
1021,255.25
1022,255.5
1023,255.75
1024,256
1025,256.25
1026,256.5
1027,256.75
1028,257
1029,257.25
1030,257.5
1031,257.75
1032,258
1033,258.25
1034,258.5
1035,258.75
1036,259
1037,259.25
1038,259.5
1039,259.75
1040,260
1041,260.25
1042,260.5
1043,260.75
1044,261
1045,261.25
1046,261.5
1047,261.75
1048,262
1049,262.25
1050,262.5
1051,262.75
1052,263
1053,263.25
1054,263.5
1055,263.75
1056,264
1057,264.25
1058,264.5
1059,264.75
1060,265
1061,212.2
1062,212.4
1063,212.6
1064,212.8
1065,213
1066,213.2
1067,213.4
1068,213.6
1069,213.8
1070,214
1071,214.2
1072,214.4
1073,214.6
1074,214.8
1075,215
1076,215.2
1077,215.4
1078,215.6
1079,215.8
1080,216
1081,216.2
1082,216.4
1083,216.6
1084,216.8
1085,217
1086,217.2
1087,217.4
1088,217.6
1089,217.8
1090,218
1091,218.2
1092,218.4
1093,218.6
1094,218.8
1095,219
1096,219.2
1097,219.4
1098,219.6
1099,219.8
1100,220
1101,220.2
1102,220.4
1103,220.6
1104,220.8
1105,221
1106,221.2
1107,221.4
1108,221.6
1109,221.8
1110,222
1111,222.2
1112,222.4
1113,222.6
1114,222.8
1115,223
1116,223.2
1117,223.4
1118,223.6
1119,223.8
1120,224
1121,224.2
1122,224.4
1123,224.6
1124,224.8
1125,225
1126,225.2
1127,225.4
1128,225.6
1129,225.8
1130,226
1131,226.2
1132,226.4
1133,226.6
1134,226.8
1135,227
1136,227.2
1137,227.4
1138,227.6
1139,227.8
1140,228
1141,228.2
1142,228.4
1143,228.6
1144,228.8
1145,229
1146,229.2
1147,229.4
1148,229.6
1149,229.8
1150,230
1151,230.2
1152,230.4
1153,230.6
1154,230.8
1155,231
1156,231.2
1157,231.4
1158,231.6
1159,231.8
1160,232
1161,232.2
1162,232.4
1163,232.6
1164,232.8
1165,233
1166,233.2
1167,233.4
1168,233.6
1169,233.8
1170,234
1171,234.2
1172,234.4
1173,234.6
1174,234.8
1175,235
1176,235.2
1177,235.4
1178,235.6
1179,235.8
1180,236
1181,236.2
1182,236.4
1183,236.6
1184,236.8
1185,237
1186,237.2
1187,237.4
1188,198
1189,198.167
1190,198.333
1191,198.5
1192,198.667
1193,198.833
1194,199
1195,199.167
1196,199.333
1197,199.5
1198,199.667
1199,199.833
1200,200
1201,200.167
1202,200.333
1203,200.5
1204,200.667
1205,200.833
1206,201
1207,201.167
1208,201.333
1209,201.5
1210,201.667
1211,201.833
1212,202
1213,202.167
1214,202.333
1215,202.5
1216,202.667
1217,202.833
1218,203
1219,203.167
1220,203.333
1221,203.5
1222,203.667
1223,203.833
1224,204
1225,204.167
1226,204.333
1227,204.5
1228,204.667
1229,204.833
1230,205
1231,205.167
1232,205.333
1233,205.5
1234,205.667
1235,205.833
1236,206
1237,206.167
1238,206.333
1239,206.5
1240,206.667
1241,206.833
1242,207
1243,207.167
1244,207.333
1245,207.5
1246,207.667
1247,207.833
1248,208
1249,208.167
1250,208.333
1251,208.5
1252,208.667
1253,208.833
1254,209
1255,209.167
1256,209.333
1257,209.5
1258,209.667
1259,209.833
1260,210
1261,210.167
1262,210.333
1263,210.5
1264,210.667
1265,210.833
1266,211
1267,211.167
1268,211.333
1269,211.5
1270,211.667
1271,211.833
1272,212
1273,212.167
1274,212.333
1275,212.5
1276,212.667
1277,212.833
1278,213
1279,213.167
1280,213.333
1281,213.5
1282,213.667
1283,213.833
1284,214
1285,214.167
1286,214.333
1287,214.5
1288,214.667
1289,214.833
1290,215
1291,215.167
1292,215.333
1293,215.5
1294,215.667
1295,215.833
1296,216
1297,216.167
1298,216.333
1299,216.5
1300,216.667
1301,185.857
1302,186
1303,186.143
1304,186.286
1305,186.429
1306,186.571
1307,186.714
1308,186.857
1309,187
1310,187.143
1311,187.286
1312,187.429
1313,187.571
1314,187.714
1315,187.857
1316,188
1317,188.143
1318,188.286
1319,188.429
1320,188.571
1321,188.714
1322,188.857
1323,189
1324,189.143
1325,189.286
1326,189.429
1327,189.571
1328,189.714
1329,189.857
1330,190
1331,190.143
1332,190.286
1333,190.429
1334,190.571
1335,190.714
1336,190.857
1337,191
1338,191.143
1339,191.286
1340,191.429
1341,191.571
1342,191.714
1343,191.857
1344,192
1345,192.143
1346,192.286
1347,192.429
1348,192.571
1349,192.714
1350,192.857
1351,193
1352,193.143
1353,193.286
1354,193.429
1355,193.571
1356,193.714
1357,193.857
1358,194
1359,194.143
1360,194.286
1361,194.429
1362,194.571
1363,194.714
1364,194.857
1365,195
1366,195.143
1367,195.286
1368,195.429
1369,195.571
1370,195.714
1371,195.857
1372,196
1373,196.143
1374,196.286
1375,196.429
1376,196.571
1377,196.714
1378,196.857
1379,197
1380,197.143
1381,197.286
1382,197.429
1383,197.571
1384,197.714
1385,197.857
1386,198
1387,198.143
1388,198.286
1389,198.429
1390,198.571
1391,198.714
1392,198.857
1393,199
1394,199.143
1395,199.286
1396,199.429
1397,199.571
1398,199.714
1399,199.857
1400,200
1401,200.143
1402,200.286
1403,200.429
1404,175.5
1405,175.625
1406,175.75
1407,175.875
1408,176
1409,176.125
1410,176.25
1411,176.375
1412,176.5
1413,176.625
1414,176.75
1415,176.875
1416,177
1417,177.125
1418,177.25
1419,177.375
1420,177.5
1421,177.625
1422,177.75
1423,177.875
1424,178
1425,178.125
1426,178.25
1427,178.375
1428,178.5
1429,178.625
1430,178.75
1431,178.875
1432,179
1433,179.125
1434,179.25
1435,179.375
1436,179.5
1437,179.625
1438,179.75
1439,179.875
1440,180
1441,180.125
1442,180.25
1443,180.375
1444,180.5
1445,180.625
1446,180.75
1447,180.875
1448,181
1449,181.125
1450,181.25
1451,181.375
1452,181.5
1453,181.625
1454,181.75
1455,181.875
1456,182
1457,182.125
1458,182.25
1459,182.375
1460,182.5
1461,182.625
1462,182.75
1463,182.875
1464,183
1465,183.125
1466,183.25
1467,183.375
1468,183.5
1469,183.625
1470,183.75
1471,183.875
1472,184
1473,184.125
1474,184.25
1475,184.375
1476,184.5
1477,184.625
1478,184.75
1479,184.875
1480,185
1481,185.125
1482,185.25
1483,185.375
1484,185.5
1485,185.625
1486,185.75
1487,185.875
1488,186
1489,186.125
1490,186.25
1491,186.375
1492,186.5
1493,186.625
1494,186.75
1495,186.875
1496,187
1497,187.125
1498,187.25
1499,187.375
1500,166.667
1501,166.778
1502,166.889
1503,167
1504,167.111
1505,167.222
1506,167.333
1507,167.444
1508,167.556
1509,167.667
1510,167.778
1511,167.889
1512,168
1513,168.111
1514,168.222
1515,168.333
1516,168.444
1517,168.556
1518,168.667
1519,168.778
1520,168.889
1521,169
1522,169.111
1523,169.222
1524,169.333
1525,169.444
1526,169.556
1527,169.667
1528,169.778
1529,169.889
1530,170
1531,170.111
1532,170.222
1533,170.333
1534,170.444
1535,170.556
1536,170.667
1537,170.778
1538,170.889
1539,171
1540,171.111
1541,171.222
1542,171.333
1543,171.444
1544,171.556
1545,171.667
1546,171.778
1547,171.889
1548,172
1549,172.111
1550,172.222
1551,172.333
1552,172.444
1553,172.556
1554,172.667
1555,172.778
1556,172.889
1557,173
1558,173.111
1559,173.222
1560,173.333
1561,173.444
1562,173.556
1563,173.667
1564,173.778
1565,173.889
1566,174
1567,174.111
1568,174.222
1569,174.333
1570,174.444
1571,174.556
1572,174.667
1573,174.778
1574,174.889
1575,175
1576,175.111
1577,175.222
1578,175.333
1579,175.444
1580,175.556
1581,175.667
1582,175.778
1583,175.889
1584,176
1585,176.111
1586,176.222
1587,176.333
1588,176.444
1589,176.556
1590,159
1591,159.1
1592,159.2
1593,159.3
1594,159.4
1595,159.5
1596,159.6
1597,159.7
1598,159.8
1599,159.9
1600,160
1601,160.1
1602,160.2
1603,160.3
1604,160.4
1605,160.5
1606,160.6
1607,160.7
1608,160.8
1609,160.9
1610,161
1611,161.1
1612,161.2
1613,161.3
1614,161.4
1615,161.5
1616,161.6
1617,161.7
1618,161.8
1619,161.9
1620,162
1621,162.1
1622,162.2
1623,162.3
1624,162.4
1625,162.5
1626,162.6
1627,162.7
1628,162.8
1629,162.9
1630,163
1631,163.1
1632,163.2
1633,163.3
1634,163.4
1635,163.5
1636,163.6
1637,163.7
1638,163.8
1639,163.9
1640,164
1641,164.1
1642,164.2
1643,164.3
1644,164.4
1645,164.5
1646,164.6
1647,164.7
1648,164.8
1649,164.9
1650,165
1651,165.1
1652,165.2
1653,165.3
1654,165.4
1655,165.5
1656,165.6
1657,165.7
1658,165.8
1659,165.9
1660,166
1661,166.1
1662,166.2
1663,166.3
1664,166.4
1665,166.5
1666,166.6
1667,166.7
1668,166.8
1669,166.9
1670,167
1671,167.1
1672,167.2
1673,167.3
1674,167.4
1675,167.5
1676,167.6
1677,152.455
1678,152.545
1679,152.636
1680,152.727
1681,152.818
1682,152.909
1683,153
1684,153.091
1685,153.182
1686,153.273
1687,153.364
1688,153.455
1689,153.545
1690,153.636
1691,153.727
1692,153.818
1693,153.909
1694,154
1695,154.091
1696,154.182
1697,154.273
1698,154.364
1699,154.455
1700,154.545
1701,154.636
1702,154.727
1703,154.818
1704,154.909
1705,155
1706,155.091
1707,155.182
1708,155.273
1709,155.364
1710,155.455
1711,155.545
1712,155.636
1713,155.727
1714,155.818
1715,155.909
1716,156
1717,156.091
1718,156.182
1719,156.273
1720,156.364
1721,156.455
1722,156.545
1723,156.636
1724,156.727
1725,156.818
1726,156.909
1727,157
1728,157.091
1729,157.182
1730,157.273
1731,157.364
1732,157.455
1733,157.545
1734,157.636
1735,157.727
1736,157.818
1737,157.909
1738,158
1739,158.091
1740,158.182
1741,158.273
1742,158.364
1743,158.455
1744,158.545
1745,158.636
1746,158.727
1747,158.818
1748,158.909
1749,159
1750,159.091
1751,159.182
1752,159.273
1753,159.364
1754,159.455
1755,159.545
1756,159.636
1757,159.727
1758,159.818
1759,146.583
1760,146.667
1761,146.75
1762,146.833
1763,146.917
1764,147
1765,147.083
1766,147.167
1767,147.25
1768,147.333
1769,147.417
1770,147.5
1771,147.583
1772,147.667
1773,147.75
1774,147.833
1775,147.917
1776,148
1777,148.083
1778,148.167
1779,148.25
1780,148.333
1781,148.417
1782,148.5
1783,148.583
1784,148.667
1785,148.75
1786,148.833
1787,148.917
1788,149
1789,149.083
1790,149.167
1791,149.25
1792,149.333
1793,149.417
1794,149.5
1795,149.583
1796,149.667
1797,149.75
1798,149.833
1799,149.917
1800,150
1801,150.083
1802,150.167
1803,150.25
1804,150.333
1805,150.417
1806,150.5
1807,150.583
1808,150.667
1809,150.75
1810,150.833
1811,150.917
1812,151
1813,151.083
1814,151.167
1815,151.25
1816,151.333
1817,151.417
1818,151.5
1819,151.583
1820,151.667
1821,151.75
1822,151.833
1823,151.917
1824,152
1825,152.083
1826,152.167
1827,152.25
1828,152.333
1829,152.417
1830,152.5
1831,152.583
1832,152.667
1833,152.75
1834,152.833
1835,152.917
1836,153
1837,153.083
1838,141.385
1839,141.462
1840,141.538
1841,141.615
1842,141.692
1843,141.769
1844,141.846
1845,141.923
1846,142
1847,142.077
1848,142.154
1849,142.231
1850,142.308
1851,142.385
1852,142.462
1853,142.538
1854,142.615
1855,142.692
1856,142.769
1857,142.846
1858,142.923
1859,143
1860,143.077
1861,143.154
1862,143.231
1863,143.308
1864,143.385
1865,143.462
1866,143.538
1867,143.615
1868,143.692
1869,143.769
1870,143.846
1871,143.923
1872,144
1873,144.077
1874,144.154
1875,144.231
1876,144.308
1877,144.385
1878,144.462
1879,144.538
1880,144.615
1881,144.692
1882,144.769
1883,144.846
1884,144.923
1885,145
1886,145.077
1887,145.154
1888,145.231
1889,145.308
1890,145.385
1891,145.462
1892,145.538
1893,145.615
1894,145.692
1895,145.769
1896,145.846
1897,145.923
1898,146
1899,146.077
1900,146.154
1901,146.231
1902,146.308
1903,146.385
1904,146.462
1905,146.538
1906,146.615
1907,146.692
1908,146.769
1909,146.846
1910,146.923
1911,147
1912,147.077
1913,136.643
1914,136.714
1915,136.786
1916,136.857
1917,136.929
1918,137
1919,137.071
1920,137.143
1921,137.214
1922,137.286
1923,137.357
1924,137.429
1925,137.5
1926,137.571
1927,137.643
1928,137.714
1929,137.786
1930,137.857
1931,137.929
1932,138
1933,138.071
1934,138.143
1935,138.214
1936,138.286
1937,138.357
1938,138.429
1939,138.5
1940,138.571
1941,138.643
1942,138.714
1943,138.786
1944,138.857
1945,138.929
1946,139
1947,139.071
1948,139.143
1949,139.214
1950,139.286
1951,139.357
1952,139.429
1953,139.5
1954,139.571
1955,139.643
1956,139.714
1957,139.786
1958,139.857
1959,139.929
1960,140
1961,140.071
1962,140.143
1963,140.214
1964,140.286
1965,140.357
1966,140.429
1967,140.5
1968,140.571
1969,140.643
1970,140.714
1971,140.786
1972,140.857
1973,140.929
1974,141
1975,141.071
1976,141.143
1977,141.214
1978,141.286
1979,141.357
1980,141.429
1981,141.5
1982,141.571
1983,141.643
1984,132.267
1985,132.333
1986,132.4
1987,132.467
1988,132.533
1989,132.6
1990,132.667
1991,132.733
1992,132.8
1993,132.867
1994,132.933
1995,133
1996,133.067
1997,133.133
1998,133.2
1999,133.267
2000,133.333
2001,133.4
2002,133.467
2003,133.533
2004,133.6
2005,133.667
2006,133.733
2007,133.8
2008,133.867
2009,133.933
2010,134
2011,134.067
2012,134.133
2013,134.2
2014,134.267
2015,134.333
2016,134.4
2017,134.467
2018,134.533
2019,134.6
2020,134.667
2021,134.733
2022,134.8
2023,134.867
2024,134.933
2025,135
2026,135.067
2027,135.133
2028,135.2
2029,135.267
2030,135.333
2031,135.4
2032,135.467
2033,135.533
2034,135.6
2035,135.667
2036,135.733
2037,135.8
2038,135.867
2039,135.933
2040,136
2041,136.067
2042,136.133
2043,136.2
2044,136.267
2045,136.333
2046,136.4
2047,136.467
2048,136.533
2049,136.6
2050,136.667
2051,136.733
2052,136.8
2053,136.867
2054,128.375
2055,128.438
2056,128.5
2057,128.562
2058,128.625
2059,128.688
2060,128.75
2061,128.812
2062,128.875
2063,128.938
2064,129
2065,129.062
2066,129.125
2067,129.188
2068,129.25
2069,129.312
2070,129.375
2071,129.438
2072,129.5
2073,129.562
2074,129.625
2075,129.688
2076,129.75
2077,129.812
2078,129.875
2079,129.938
2080,130
2081,130.062
2082,130.125
2083,130.188
2084,130.25
2085,130.312
2086,130.375
2087,130.438
2088,130.5
2089,130.562
2090,130.625
2091,130.688
2092,130.75
2093,130.812
2094,130.875
2095,130.938
2096,131
2097,131.062
2098,131.125
2099,131.188
2100,131.25
2101,131.312
2102,131.375
2103,131.438
2104,131.5
2105,131.562
2106,131.625
2107,131.688
2108,131.75
2109,131.812
2110,131.875
2111,124.176
2112,124.235
2113,124.294
2114,124.353
2115,124.412
2116,124.471
2117,124.529
2118,124.588
2119,124.647
2120,124.706
2121,124.765
2122,124.824
2123,124.882
2124,124.941
2125,125
2126,125.059
2127,125.118
2128,125.176
2129,125.235
2130,125.294
2131,125.353
2132,125.412
2133,125.471
2134,125.529
2135,125.588
2136,125.647
2137,125.706
2138,125.765
2139,125.824
2140,125.882
2141,125.941
2142,126
2143,126.059
2144,126.118
2145,126.176
2146,126.235
2147,126.294
2148,126.353
2149,126.412
2150,126.471
2151,126.529
2152,126.588
2153,126.647
2154,126.706
2155,126.765
2156,126.824
2157,126.882
2158,126.941
2159,127
2160,127.059
2161,127.118
2162,127.176
2163,127.235
2164,127.294
2165,120.278
2166,120.333
2167,120.389
2168,120.444
2169,120.5
2170,120.556
2171,120.611
2172,120.667
2173,120.722
2174,120.778
2175,120.833
2176,120.889
2177,120.944
2178,121
2179,121.056
2180,121.111
2181,121.167
2182,121.222
2183,121.278
2184,121.333
2185,121.389
2186,121.444
2187,121.5
2188,121.556
2189,121.611
2190,121.667
2191,121.722
2192,121.778
2193,121.833
2194,121.889
2195,121.944
2196,122
2197,122.056
2198,122.111
2199,122.167
2200,122.222
2201,122.278
2202,122.333
2203,122.389
2204,122.444
2205,122.5
2206,122.556
2207,122.611
2208,122.667
2209,122.722
2210,122.778
2211,122.833
2212,122.889
2213,122.944
2214,123
2215,123.056
2216,123.111
2217,123.167
2218,123.222
2219,116.789
2220,116.842
2221,116.895
2222,116.947
2223,117
2224,117.053
2225,117.105
2226,117.158
2227,117.211
2228,117.263
2229,117.316
2230,117.368
2231,117.421
2232,117.474
2233,117.526
2234,117.579
2235,117.632
2236,117.684
2237,117.737
2238,117.789
2239,117.842
2240,117.895
2241,117.947
2242,118
2243,118.053
2244,118.105
2245,118.158
2246,118.211
2247,118.263
2248,118.316
2249,118.368
2250,118.421
2251,118.474
2252,118.526
2253,118.579
2254,118.632
2255,118.684
2256,118.737
2257,118.789
2258,118.842
2259,118.895
2260,118.947
2261,119
2262,119.053
2263,119.105
2264,119.158
2265,119.211
2266,119.263
2267,119.316
2268,119.368
2269,119.421
2270,119.474
2271,119.526
2272,119.579
2273,113.65
2274,113.7
2275,113.75
2276,113.8
2277,113.85
2278,113.9
2279,113.95
2280,114
2281,114.05
2282,114.1
2283,114.15
2284,114.2
2285,114.25
2286,114.3
2287,114.35
2288,114.4
2289,114.45
2290,114.5
2291,114.55
2292,114.6
2293,114.65
2294,114.7
2295,114.75
2296,114.8
2297,114.85
2298,114.9
2299,114.95
2300,115
2301,115.05
2302,115.1
2303,115.15
2304,115.2
2305,115.25
2306,115.3
2307,115.35
2308,115.4
2309,115.45
2310,115.5
2311,115.55
2312,115.6
2313,115.65
2314,115.7
2315,115.75
2316,115.8
2317,115.85
2318,115.9
2319,115.95
2320,116
2321,116.05
2322,116.1
2323,116.15
2324,116.2
2325,116.25
2326,116.3
2327,116.35
2328,110.857
2329,110.905
2330,110.952
2331,111
2332,111.048
2333,111.095
2334,111.143
2335,111.19
2336,111.238
2337,111.286
2338,111.333
2339,111.381
2340,111.429
2341,111.476
2342,111.524
2343,111.571
2344,111.619
2345,111.667
2346,111.714
2347,111.762
2348,111.81
2349,111.857
2350,111.905
2351,111.952
2352,112
2353,112.048
2354,112.095
2355,112.143
2356,112.19
2357,112.238
2358,112.286
2359,112.333
2360,112.381
2361,112.429
2362,112.476
2363,112.524
2364,112.571
2365,112.619
2366,112.667
2367,112.714
2368,112.762
2369,112.81
2370,112.857
2371,112.905
2372,112.952
2373,113
2374,113.048
2375,113.095
2376,113.143
2377,113.19
2378,113.238
2379,113.286
2380,113.333
2381,113.381
2382,113.429
2383,113.476
2384,108.364
2385,108.409
